city,year,gdp_per_capita,education_index,inflation_rate,unemployment_rate,investment
City_1,2010,54967.14153011233,0.4837412911295349,4.381581845900273,6.481646857296926,11858.571669539371
City_1,2011,48617.35698828816,0.45228392016720015,3.4956871888188337,6.273015486335697,10066.963511763797
City_1,2012,56476.88538100693,0.7182151247718184,5.638349020838361,6.720034903475465,12037.538082934638
City_1,2013,65230.29856408025,0.7532378632434507,7.680900892046289,6.919911691909958,14155.58000124249
City_1,2014,47658.46625276664,0.41579307241282104,1.2496550607085108,8.212106153197233,10824.548566402715
City_1,2015,47658.630430508194,0.868106123121845,5.230052158294835,7.059645425366269,10062.945798100469
City_1,2016,65792.12815507391,0.4259856418257362,4.679734408866719,6.29739577010287,13946.847367853796
City_1,2017,57674.34729152909,0.6706481676505353,6.342680152900932,6.1895843265762345,11981.46330604578
City_1,2018,45305.25614065048,0.7545302597254582,5.426393256475379,7.7032980225926995,9748.71107274756
City_1,2019,55425.60043585965,0.8354845618730429,3.496061336522362,6.380291344016203,11823.353796007355
City_2,2010,45365.82307187538,0.757043466066214,4.361892128666764,8.304836659647432,9781.920838385566
City_2,2011,45342.70246429743,0.800864041534896,3.407948286393022,5.9469983848510175,10074.05155321774
City_2,2012,52419.62271566034,0.5697250962714031,7.152014277197196,7.01938919176452,10442.961294502795
City_2,2013,30867.197553422022,0.8074125568732562,5.0426232973438845,8.75774746152064,6403.461534517004
City_2,2014,32750.821674869672,0.4400574231923376,8.802381371506016,8.54629343257902,6107.672147865429
City_2,2015,44377.12470759027,0.8474083280302638,4.878678372370758,10.474177428600983,8841.644050438203
City_2,2016,39871.68879665576,0.6737961880768681,3.5831864661790744,8.35621558473512,8209.516623026066
City_2,2017,53142.47332595274,0.8086488849812469,1.9725712147743457,6.3388217368603526,11753.563462609553
City_2,2018,40919.75924478789,0.6261591422591501,1.3937206474881099,7.858547790671532,8786.03376914057
City_2,2019,35876.962986647086,0.7217888475982626,1.8317281139890205,6.429905517201194,8465.563672325541
City_3,2010,64656.487689215544,0.6632013304680566,5.534253302022967,6.686575866242462,13594.18948115751
City_3,2011,47742.23699513464,0.765794760877666,6.017450046459867,6.77983209324251,9192.188715925215
City_3,2012,50675.28204687924,0.4408149910152948,1.8376185959357332,8.3816261732162,11411.02683919771
City_3,2013,35752.51813786543,0.4301760419952819,6.790076628152231,7.662833818511193,8005.948100152304
City_3,2014,44556.17275474817,0.5235516170050732,4.033877896633121,7.655425446467344,9167.980908970418
City_3,2015,51109.22589709866,0.4797723400565942,5.293586023971098,6.808980863740664,11046.514050487096
City_3,2016,38490.06422577697,0.8358917832961008,8.224441256510849,9.814348140564482,7698.08713578854
City_3,2017,53756.98018345672,0.5096069936790222,6.793678631731064,6.990908224709251,11273.745459996113
City_3,2018,43993.61310081195,0.8879326279095656,4.4629387041883355,9.632876388438603,8986.559334638945
City_3,2019,47083.06250206723,0.5684478958855534,3.217615549169425,8.459998637014905,9368.832087994882
City_4,2010,43982.93387770603,0.49105895784434966,0.6963691973413901,8.282920033450084,9682.858948353889
City_4,2011,68522.78184508938,0.7948492535712396,3.56169336151516,6.94259405506305,14524.977335800315
City_4,2012,49865.02775262066,0.7293538877504381,4.577739522344611,7.900545910585219,10535.1979178075
City_4,2013,39422.890710440995,0.6490978582265695,3.0256409456976323,6.1011828851323395,8184.728125875128
City_4,2014,58225.44912103189,0.6776817754688156,4.737486065815391,6.809844149797648,12174.696219199914
City_4,2015,37791.563500289776,0.7596008891361319,5.153703765917537,8.955579796169832,8405.469966497407
City_4,2016,52088.63595004755,0.5142273706656494,4.550288036383843,7.346671019023517,11094.520082509553
City_4,2017,30403.298761202244,0.898166958028371,3.6999948383530805,7.074645215136313,7071.360871113259
City_4,2018,36718.139511015695,0.8873965810733916,5.337309343933455,8.111688573871746,7741.058341904694
City_4,2019,51968.612358691236,0.7251628431734685,5.883881299138818,9.10567489832093,11608.742152134488
City_5,2010,57384.665799954106,0.4997712254645726,2.819201845114308,8.377658425537014,11756.857674841372
City_5,2011,51713.68281189971,0.7401141212156457,7.82186475949254,7.3523118500389835,11026.36447133874
City_5,2012,48843.517176117595,0.43609920448958794,4.802823735431477,8.509273418252207,11010.196369507228
City_5,2013,46988.96304410711,0.41532625110290305,5.037699245889695,7.284044827426593,10259.07460593777
City_5,2014,35214.780096325725,0.5288414442556069,6.4164288465131145,6.535389408356994,7458.703454358099
City_5,2015,42801.557916052916,0.6313114783696582,5.466432262527003,6.935456116067799,8938.913277137292
City_5,2016,45393.612290402125,0.8341362527041902,6.90627326782649,9.293208153988092,10156.379832632161
City_5,2017,60571.222262189156,0.763584534883154,5.574248330403648,6.697445805061238,12074.407517231575
City_5,2018,53436.182895684615,0.7713532605999905,3.775125250719124,7.084806875840751,11056.067902055187
City_5,2019,32369.59844637266,0.6127466672240377,5.723007050412203,8.081681881406487,6886.664101654662
City_6,2010,53240.83969394795,0.5729674962734814,2.7125475853586765,9.242094604875609,12167.630307891766
City_6,2011,46149.17719583683,0.5855193814923014,5.217119411553046,9.318500055570222,10073.663130480201
City_6,2012,43230.779996940415,0.8938247818680289,4.933540018711079,10.057241233601113,8936.926552822262
City_6,2013,56116.76288840868,0.42005459570624126,4.583766285454921,7.035116645179515,11735.838475155666
City_6,2014,60309.99522495951,0.8335157480612243,4.742924977122138,7.28012472749912,12530.599699649907
